visual_name,property_category,property_name,property_description,property_values
textSlicer,applyButton,paddingRight,Right margin,Expected type: integer
textSlicer,applyButton,paddingTop,Top margin,Expected type: integer
textSlicer,applyButton,spacing,Spacing,Expected type: integer
textSlicer,general,formatString,Color,Expected type: string
textSlicer,inputText,backColor,Color,Expected type: color
textSlicer,inputText,backTransparency,Transparency,Expected type: number
textSlicer,inputText,bold,Bold,Expected type: boolean
textSlicer,inputText,borderColor,Color,Expected type: color
textSlicer,inputText,borderShow,Show,Expected type: boolean
textSlicer,inputText,borderTransparency,Transparency,Expected type: number
textSlicer,inputText,borderWidth,Width,Expected type: number
textSlicer,inputText,dismissColor,Color,Expected type: color
textSlicer,inputText,dismissSize,Color,Expected type: number
textSlicer,inputText,dismissSpacing,Spacing,Expected type: integer
textSlicer,inputText,dismissTransparency,Transparency,Expected type: number
textSlicer,inputText,fontColor,Color,Expected type: color
textSlicer,inputText,fontFamily,Font family,Expected type: string
textSlicer,inputText,fontSize,Color,Expected type: number
textSlicer,inputText,fontTransparency,Transparency,Expected type: number
textSlicer,inputText,italic,Italic,Expected type: boolean
textSlicer,inputText,paddingBottom,Bottom margin,Expected type: integer
textSlicer,inputText,paddingLeft,Left margin,Expected type: integer
textSlicer,inputText,paddingRight,Right margin,Expected type: integer
textSlicer,inputText,paddingTop,Top margin,Expected type: integer
textSlicer,inputText,placeholder,Placeholder,Expected type: string
textSlicer,inputText,underline,Underline,Expected type: boolean
textSlicer,inputTextBox,accentBarColor,Color,Expected type: color
textSlicer,inputTextBox,accentBarPosition,Position,"--accent-bar-top, --accent-bar-right, --accent-bar-bottom, --accent-bar-left"
textSlicer,inputTextBox,accentBarShow,Show,Expected type: boolean
textSlicer,inputTextBox,accentBarTransparency,Transparency,Expected type: number
textSlicer,inputTextBox,accentBarWidth,Width,Expected type: number
textSlicer,inputTextBox,backColor,Color,Expected type: color
textSlicer,inputTextBox,backShow,Show,Expected type: boolean
textSlicer,inputTextBox,backTransparency,Transparency,Expected type: number
textSlicer,inputTextBox,borderColor,Color,Expected type: color
textSlicer,inputTextBox,borderShow,Show,Expected type: boolean
textSlicer,inputTextBox,borderTransparency,Transparency,Expected type: number
textSlicer,inputTextBox,borderWidth,Width,Expected type: number
textSlicer,inputTextBox,paddingBottom,Bottom margin,Expected type: integer
textSlicer,inputTextBox,paddingLeft,Left margin,Expected type: integer
textSlicer,inputTextBox,paddingRight,Right margin,Expected type: integer
textSlicer,inputTextBox,paddingTop,Top margin,Expected type: integer
textSlicer,slicerSettings,multiselect,Accept multiple values,Expected type: boolean
listSlicer,background,color,Color,Expected type: color
listSlicer,background,show,Show,Expected type: boolean
listSlicer,background,transparency,Transparency,Expected type: number
listSlicer,border,color,Color,Expected type: color
listSlicer,border,radius,Radius,Expected type: number
listSlicer,border,show,Show,Expected type: boolean
listSlicer,border,width,Width,Expected type: number
listSlicer,divider,color,Color,Expected type: color
listSlicer,divider,ignorePadding,Ignore padding,Expected type: boolean
listSlicer,divider,show,Show,Expected type: boolean
listSlicer,divider,style,Line style,"solid, dashed, dotted"
listSlicer,divider,width,Width,Expected type: number
listSlicer,dropShadow,angle,Angle,Expected type: number
listSlicer,dropShadow,color,Color,Expected type: color
listSlicer,dropShadow,position,Shadow position,"Outer, Inner"
listSlicer,dropShadow,preset,Preset,"BottomRight, Bottom, BottomLeft, CenterRight, Center, CenterLeft, TopRight, Top, TopLeft, Custom"
listSlicer,dropShadow,shadowBlur,Blur,Expected type: number
listSlicer,dropShadow,shadowDistance,Distance,Expected type: number
listSlicer,dropShadow,shadowSpread,Size,Expected type: number
listSlicer,dropShadow,show,Show,Expected type: boolean
listSlicer,dropShadow,transparency,Transparency,Expected type: number
listSlicer,general,allowBinnedLineSample,High density sampling,Expected type: boolean
listSlicer,general,allowOverlappingPointsSample,High density sampling,Expected type: boolean
listSlicer,general,altText,Alt text,Expected type: string
listSlicer,general,height,Height,Expected type: number
listSlicer,general,keepLayerOrder,Maintain layer order,Expected type: boolean
listSlicer,general,width,Width,Expected type: number
listSlicer,general,x,X Position,Expected type: number
listSlicer,general,y,Y Position,Expected type: number
listSlicer,lockAspect,show,Show,Expected type: boolean
listSlicer,padding,bottom,Bottom padding,Expected type: number
listSlicer,padding,left,Left padding,Expected type: number
listSlicer,padding,right,Right padding,Expected type: number
listSlicer,padding,top,Top padding,Expected type: number
listSlicer,spacing,customizeSpacing,Customize spacing,Expected type: boolean
listSlicer,spacing,spaceBelowSubTitle,Space below subtitle,Expected type: number
listSlicer,spacing,spaceBelowTitle,Space below title,Expected type: number
listSlicer,spacing,spaceBelowTitleArea,Space below title area,Expected type: number
listSlicer,spacing,verticalSpacing,Space between label and value,Expected type: number
listSlicer,stylePreset,name,Style,Expected type: string
listSlicer,subTitle,alignment,Color,"left, center, right"
listSlicer,subTitle,bold,Bold,Expected type: boolean
listSlicer,subTitle,fontColor,Color,Expected type: color
listSlicer,subTitle,fontFamily,Font family,Expected type: string
listSlicer,subTitle,fontSize,Color,Expected type: number
listSlicer,subTitle,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
listSlicer,subTitle,italic,Italic,Expected type: boolean
listSlicer,subTitle,show,Show,Expected type: boolean
listSlicer,subTitle,text,Title text,Expected type: string
listSlicer,subTitle,titleWrap,Word wrap,Expected type: boolean
listSlicer,subTitle,underline,Underline,Expected type: boolean
listSlicer,title,alignment,Color,"left, center, right"
listSlicer,title,background,Color,Expected type: color
listSlicer,title,bold,Bold,Expected type: boolean
listSlicer,title,fontColor,Color,Expected type: color
listSlicer,title,fontFamily,Font family,Expected type: string
listSlicer,title,fontSize,Color,Expected type: number
listSlicer,title,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
listSlicer,title,italic,Italic,Expected type: boolean
listSlicer,title,show,Show,Expected type: boolean
listSlicer,title,text,Title text,Expected type: string
listSlicer,title,titleWrap,Word wrap,Expected type: boolean
listSlicer,title,underline,Underline,Expected type: boolean
listSlicer,visualHeader,background,Color,Expected type: color
listSlicer,visualHeader,border,Color,Expected type: color
listSlicer,visualHeader,foreground,Color,Expected type: color
listSlicer,visualHeader,show,Show,Expected type: boolean
listSlicer,visualHeader,showCommentButton,Comment button,Expected type: boolean
listSlicer,visualHeader,showCopyVisualImageButton,Copy icon,Expected type: boolean
listSlicer,visualHeader,showDrillDownExpandButton,Expand to next level icon,Expected type: boolean
listSlicer,visualHeader,showDrillDownLevelButton,Show next level icon,Expected type: boolean
listSlicer,visualHeader,showDrillRoleSelector,Drill on dropdown,Expected type: boolean
listSlicer,visualHeader,showDrillToggleButton,Drill down icon,Expected type: boolean
listSlicer,visualHeader,showDrillUpButton,Drill up icon,Expected type: boolean
listSlicer,visualHeader,showFilterRestatementButton,Filter icon,Expected type: boolean
listSlicer,visualHeader,showFocusModeButton,Focus mode icon,Expected type: boolean
listSlicer,visualHeader,showFollowVisualButton,Follow visual button,Expected type: boolean
listSlicer,visualHeader,showOptionsMenu,More options icon,Expected type: boolean
listSlicer,visualHeader,showPersonalizeVisualButton,Personalize visual,Expected type: boolean
listSlicer,visualHeader,showPinButton,Pin icon,Expected type: boolean
listSlicer,visualHeader,showSeeDataLayoutToggleButton,See data layout icon,Expected type: boolean
listSlicer,visualHeader,showSetAlertButton,Set alert button,Expected type: boolean
listSlicer,visualHeader,showSmartNarrativeButton,Smart narrative,Expected type: boolean
listSlicer,visualHeader,showTooltipButton,Visual header tooltip icon,Expected type: boolean
listSlicer,visualHeader,showVisualErrorButton,Visual error icon,Expected type: boolean
listSlicer,visualHeader,showVisualInformationButton,Visual information icon,Expected type: boolean
listSlicer,visualHeader,showVisualWarningButton,Visual warning icon,Expected type: boolean
listSlicer,visualHeader,transparency,Transparency,Expected type: number
listSlicer,visualHeaderTooltip,background,Color,Expected type: color
listSlicer,visualHeaderTooltip,bold,Bold,Expected type: boolean
listSlicer,visualHeaderTooltip,fontFamily,Font family,Expected type: string
listSlicer,visualHeaderTooltip,fontSize,Color,Expected type: number
listSlicer,visualHeaderTooltip,italic,Italic,Expected type: boolean
listSlicer,visualHeaderTooltip,section,Page,Expected type: string
listSlicer,visualHeaderTooltip,text,Tooltip text,Expected type: string
listSlicer,visualHeaderTooltip,themedBackground,Color,Expected type: color
listSlicer,visualHeaderTooltip,themedTitleFontColor,Color,Expected type: color
listSlicer,visualHeaderTooltip,titleFontColor,Color,Expected type: color
listSlicer,visualHeaderTooltip,transparency,Transparency,Expected type: number
listSlicer,visualHeaderTooltip,type,Type,"Default, Canvas"
listSlicer,visualHeaderTooltip,underline,Underline,Expected type: boolean
listSlicer,visualLink,bookmark,Bookmark,Expected type: string
listSlicer,visualLink,dataFunction,Color,Expected type: object
listSlicer,visualLink,dataFunction.byReference,Color,Expected type: object
listSlicer,visualLink,dataFunction.byReference.itemId,Color,Expected type: string
listSlicer,visualLink,dataFunction.byReference.workspaceId,Color,Expected type: string
listSlicer,visualLink,dataFunction.byReference.folderId,Color,Expected type: string
listSlicer,visualLink,disabledTooltip,Disabled tooltip,Expected type: string
listSlicer,visualLink,drillthroughSection,Destination,Expected type: string
listSlicer,visualLink,enabledTooltip,Enabled tooltip,Expected type: string
listSlicer,visualLink,navigationSection,Destination,Expected type: string
listSlicer,visualLink,show,Show,Expected type: boolean
listSlicer,visualLink,showDefaultTooltip,Show tooltips,Expected type: boolean
listSlicer,visualLink,suppressDefaultTooltip,No tooltips,Expected type: boolean
listSlicer,visualLink,tooltip,Tooltip,Expected type: string
listSlicer,visualLink,tooltipPlaceholderText,Placeholder for tooltip,Expected type: string
listSlicer,visualLink,type,Type,"Back, Bookmark, Drillthrough, PageNavigation, Qna, WebUrl, ApplyAllSlicers, ClearAllSlicers, DataFunction"
listSlicer,visualLink,webUrl,Web URL,Expected type: string
listSlicer,visualTooltip,actionFontColor,Color,Expected type: color
listSlicer,visualTooltip,background,Color,Expected type: color
listSlicer,visualTooltip,bold,Bold,Expected type: boolean
listSlicer,visualTooltip,fontFamily,Font family,Expected type: string
listSlicer,visualTooltip,fontSize,Color,Expected type: number
listSlicer,visualTooltip,italic,Italic,Expected type: boolean
listSlicer,visualTooltip,section,Page,Expected type: string
listSlicer,visualTooltip,show,Show,Expected type: boolean
listSlicer,visualTooltip,themedBackground,Color,Expected type: color
listSlicer,visualTooltip,themedTitleFontColor,Color,Expected type: color
listSlicer,visualTooltip,themedValueFontColor,Color,Expected type: color
listSlicer,visualTooltip,titleFontColor,Color,Expected type: color
listSlicer,visualTooltip,transparency,Transparency,Expected type: number
listSlicer,visualTooltip,type,Type,"Default, Canvas"
listSlicer,visualTooltip,underline,Underline,Expected type: boolean
listSlicer,visualTooltip,valueFontColor,Color,Expected type: color
listSlicer,accentBar,$id,Color,"default, hover, selected, disabled"
listSlicer,accentBar,color,Color,Expected type: color
listSlicer,accentBar,position,Position,"Left, Right, Bottom, Top"
listSlicer,accentBar,show,Show,Expected type: boolean
listSlicer,accentBar,transparency,Transparency,Expected type: number
listSlicer,accentBar,width,Width,Expected type: number
listSlicer,background,$id,Color,"default, hover, selected, disabled"
listSlicer,background,color,Color,Expected type: color
listSlicer,background,show,Show,Expected type: boolean
listSlicer,background,transparency,Transparency,Expected type: number
listSlicer,background,wrapContent,Hug contents,Expected type: boolean
listSlicer,data,isInvertedSelectionMode,Color,Expected type: boolean
listSlicer,expansionIcon,color,Color,Expected type: color
listSlicer,expansionIcon,position,Position,"Left, Right"
listSlicer,expansionIcon,size,Size,Expected type: integer
listSlicer,expansionIcon,spacing,Spacing,Expected type: integer
listSlicer,expansionIcon,transparency,Transparency,Expected type: number
listSlicer,expansionIcon,verticalAlignment,Color,"top, middle, bottom"
listSlicer,fillCustom,fillColor,Color,Expected type: color
listSlicer,fillCustom,image,Color,Expected type: object
listSlicer,fillCustom,image.name,Color,Expected type: string
listSlicer,fillCustom,image.url,Color,Expected type: string
listSlicer,fillCustom,image.scaling,Color,"Normal, Fit, Fill"
listSlicer,fillCustom,imageSplitTransparency,Color,Expected type: boolean
listSlicer,fillCustom,imageTransparency,Transparency,Expected type: number
listSlicer,fillCustom,show,Show,Expected type: boolean
listSlicer,fillCustom,transparency,Transparency,Expected type: number
